claim_id,customer,customer_plant,claim_country,claim_language,claim_description,production_plant,production_country,part_category,part_name_ko,part_name_en,part_number,production_date,delivery_date,occurrence_date,claim_received_date,claim_confirmed_date,claim_status,defect_type_ko,defect_type_en,severity,claim_quantity,unit_price_usd,claim_amount_usd
CLM-000428,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Steering Knuckle（SL-CHS-21829）上发现Other。由Beijing Hyundai Motor (BHMC)确认。,SL Lumax (India),IN,Chassis Systems,너클,Steering Knuckle,SL-CHS-21829,2023-06-23,2023-06-29,2024-05-02,2024-05-15,2024-06-08,보상완료,기타,Other,Minor,20,38.59,903.01
CLM-000429,Subaru,Subaru of Indiana Automotive,US,en,Foreign Material Contamination detected on Steering Knuckle (SL-CHS-63526). Identified at Subaru of Indiana Automotive.,SL Tennessee,US,Chassis Systems,너클,Steering Knuckle,SL-CHS-63526,2023-08-03,2023-08-07,2024-06-04,2024-06-12,2024-06-22,확정,이물혼입,Foreign Material Contamination,Minor,100,25.98,2961.72
CLM-000430,KGM,KGM 평택공장,KR,ko,리어콤비램프(SL-LMP-14562) 부품에서 이물혼입 발생. KGM 평택공장에서 확인됨.,SL 안산공장,KR,Lamp Systems,리어콤비램프,Rear Combination Lamp,SL-LMP-14562,2022-04-23,2022-05-03,2023-04-22,2023-04-27,2023-05-19,확정,이물혼입,Foreign Material Contamination,Critical,500,32.93,20251.95
CLM-000431,Stellantis,Stellantis Sterling Heights Assembly,US,en,Dimensional Out-of-Spec detected on Lower Control Arm (SL-CHS-40862). Identified at Stellantis Sterling Heights Assembly.,SL Alabama,US,Chassis Systems,로어암,Lower Control Arm,SL-CHS-40862,2024-05-08,2024-05-16,2024-09-01,2024-09-16,2024-10-09,확정,치수불량,Dimensional Out-of-Spec,Minor,1,21.04,17.67
CLM-000432,Ford,Changan Ford Chongqing,CN,zh,在Bumper Beam（SL-FEM-31016）上发现Foreign Material Contamination。由Changan Ford Chongqing确认。,동풍삼립(우한),CN,Front End Module,범퍼빔,Bumper Beam,SL-FEM-31016,2023-09-27,2023-10-02,2024-06-18,2024-06-24,2024-08-01,확정,이물혼입,Foreign Material Contamination,Minor,50,26.77,1579.43
CLM-000433,BMW,BMW Munich Plant,DE,de,Design Flaw bei Bonnet Latch (SL-FEM-92352) festgestellt. Erkannt bei BMW Munich Plant.,SL Poland,PL,Front End Module,본넷래치,Bonnet Latch,SL-FEM-92352,2024-04-04,2024-04-09,2024-09-17,2024-09-19,2024-10-25,확정,설계결함,Design Flaw,Major,200,26.52,6364.8
CLM-000434,Kia,Kia Georgia Plant,US,en,Dimensional Out-of-Spec detected on Lower Control Arm (SL-CHS-87728). Identified at Kia Georgia Plant.,SL 성서공장,KR,Chassis Systems,로어암,Lower Control Arm,SL-CHS-87728,2024-05-31,2024-06-09,2024-11-01,2024-11-03,2024-11-17,확정,치수불량,Dimensional Out-of-Spec,Minor,20,43.18,1070.86
CLM-000435,Kia,기아 화성공장,KR,ko,주간주행등(SL-LMP-35987) 부품에서 기타 발생. Kia 기아 화성공장에서 확인됨.,SL Alabama,US,Lamp Systems,주간주행등,Daytime Running Lamp,SL-LMP-35987,2023-06-18,2023-06-26,2024-06-20,2024-06-21,2024-07-21,확정,기타,Other,Minor,8,34.7,355.33
CLM-000436,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Bumper Beam（SL-FEM-39423）上发现Design Flaw。由Beijing Hyundai Motor (BHMC)确认。,상해삼립,CN,Front End Module,범퍼빔,Bumper Beam,SL-FEM-39423,2023-11-04,2023-11-15,2024-02-21,2024-02-26,2024-03-24,기각,설계결함,Design Flaw,Minor,20,31.12,684.64
CLM-000437,KGM,KGM 평택공장,KR,ko,본넷래치(SL-FEM-63546) 부품에서 표면·도금불량 발생. KGM 평택공장에서 확인됨.,SL Tennessee,US,Front End Module,본넷래치,Bonnet Latch,SL-FEM-63546,2023-09-29,2023-10-11,2023-10-26,2023-10-31,2023-12-01,확정,표면·도금불량,Surface & Plating Defect,Minor,12,23.74,319.07
CLM-000438,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Assembly Defect detected on Side Repeater Mirror (SL-MIR-60265). Identified at HMGMA (Hyundai Motor Group Metaplant America).,SL Alabama,US,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-60265,2024-04-23,2024-05-04,2025-05-16,2025-05-18,,조사중,조립불량,Assembly Defect,Minor,1,36.64,33.71
CLM-000439,Honda,Honda Marysville Auto Plant,US,en,Foreign Material Contamination detected on Horn (SL-FEM-27332). Identified at Honda Marysville Auto Plant.,SL Alabama,US,Front End Module,혼,Horn,SL-FEM-27332,2022-05-24,2022-06-01,2023-03-26,2023-03-31,2023-05-04,확정,이물혼입,Foreign Material Contamination,Minor,50,11.56,554.88
CLM-000440,GM,GM Korea 창원공장,KR,ko,룸미러(SL-MIR-46831) 부품에서 크랙·파손 발생. GM Korea 창원공장에서 확인됨.,SL 진량공장,KR,Mirror Systems,룸미러,Inside Mirror,SL-MIR-46831,2024-05-20,2024-06-01,2025-01-08,2025-01-23,2025-03-06,보상완료,크랙·파손,Crack & Breakage,Major,100,35.65,4456.25
CLM-000441,Kia,Kia Georgia Plant,US,en,Crack & Breakage detected on Power Window Switch (SL-ELE-16975). Identified at Kia Georgia Plant.,SL 성서공장,KR,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-16975,2023-11-02,2023-11-06,2024-01-22,2024-01-26,2024-02-28,확정,크랙·파손,Crack & Breakage,Minor,3,41.77,127.82
CLM-000442,KGM,KGM 평택공장,KR,ko,파워윈도우스위치(SL-ELE-69999) 부품에서 크랙·파손 발생. KGM 평택공장에서 확인됨.,SL 미러텍(시흥),KR,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-69999,2025-08-02,2025-08-09,2025-10-06,2025-10-08,2025-10-24,확정,크랙·파손,Crack & Breakage,Minor,3,47.57,166.97
CLM-000443,Stellantis,Stellantis Toluca Assembly,MX,es,Se detectó Foreign Material Contamination en Actuator Motor (SL-ELE-78945). Identificado en Stellantis Toluca Assembly.,SL Tennessee,US,Electrification,액추에이터모터,Actuator Motor,SL-ELE-78945,2023-05-31,2023-06-05,2024-01-05,2024-01-09,2024-01-18,보상완료,이물혼입,Foreign Material Contamination,Minor,1,22.79,29.4
CLM-000444,Hyundai,HMMA (Hyundai Motor Manufacturing Alabama),US,en,Other detected on Outside Mirror (SL-MIR-20625). Identified at HMMA (Hyundai Motor Manufacturing Alabama).,SL Alabama,US,Mirror Systems,아웃사이드미러,Outside Mirror,SL-MIR-20625,2024-07-15,2024-08-02,2025-07-31,2025-08-08,2025-08-28,기각,기타,Other,Major,500,20.29,12985.6
CLM-000445,BMW,BMW Brilliance Shenyang,CN,zh,在Fog Lamp（SL-LMP-52358）上发现Material Defect。由BMW Brilliance Shenyang确认。,SL 옌타이,CN,Lamp Systems,안개등,Fog Lamp,SL-LMP-52358,2022-04-03,2022-04-08,2023-04-24,2023-05-03,2023-05-30,보상완료,소재불량,Material Defect,Minor,20,41.59,765.26
CLM-000446,Ford,Changan Ford Chongqing,CN,zh,在Radiator Support（SL-FEM-47347）上发现Other。由Changan Ford Chongqing确认。,SL 옌타이,CN,Front End Module,라디에이터서포트,Radiator Support,SL-FEM-47347,2023-08-30,2023-09-11,2023-11-12,2023-11-20,2023-12-12,보상완료,기타,Other,Minor,3,17.69,45.11
CLM-000447,Kia,기아 광명공장,KR,ko,스태빌라이저링크(SL-CHS-88687) 부품에서 치수불량 발생. Kia 기아 광명공장에서 확인됨.,SL 천안공장,KR,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-88687,2025-03-14,2025-03-30,2025-05-16,2025-05-29,2025-06-12,확정,치수불량,Dimensional Out-of-Spec,Major,500,26.06,10684.6
CLM-000448,Kia,Kia Georgia Plant,US,en,Design Flaw detected on Actuator Motor (SL-ELE-48103). Identified at Kia Georgia Plant.,SL Alabama,US,Electrification,액추에이터모터,Actuator Motor,SL-ELE-48103,2024-12-30,2025-01-04,2025-08-16,2025-08-31,2025-09-22,보상완료,설계결함,Design Flaw,Minor,3,40.79,116.25
CLM-000449,Kia,Kia Georgia Plant,US,en,Other detected on Rear Combination Lamp (SL-LMP-24107). Identified at Kia Georgia Plant.,SL Tennessee,US,Lamp Systems,리어콤비램프,Rear Combination Lamp,SL-LMP-24107,2025-03-22,2025-04-07,2025-11-11,2025-11-13,,조사중,기타,Other,Minor,8,48.1,419.43
CLM-000450,Ford,Ford Kentucky Truck Plant,US,en,Functional Failure detected on Inside Mirror (SL-MIR-15932). Identified at Ford Kentucky Truck Plant.,SL Tennessee,US,Mirror Systems,룸미러,Inside Mirror,SL-MIR-15932,2022-11-06,2022-11-18,2023-06-20,2023-06-26,2023-07-28,확정,기능불량,Functional Failure,Major,200,60.39,11715.66
CLM-000451,Honda,Honda Marysville Auto Plant,US,en,Functional Failure detected on Daytime Running Lamp (SL-LMP-80041). Identified at Honda Marysville Auto Plant.,SL Alabama,US,Lamp Systems,주간주행등,Daytime Running Lamp,SL-LMP-80041,2023-01-19,2023-02-03,2023-02-06,2023-02-08,,접수,기능불량,Functional Failure,Major,50,69.97,4303.15
CLM-000452,KGM,KGM 평택공장,KR,ko,혼(SL-FEM-21486) 부품에서 조립불량 발생. KGM 평택공장에서 확인됨.,SL 미러텍(시흥),KR,Front End Module,혼,Horn,SL-FEM-21486,2023-07-03,2023-07-06,2023-09-14,2023-09-18,,조사중,조립불량,Assembly Defect,Minor,5,31.19,140.36
CLM-000453,BMW,BMW Munich Plant,DE,de,Functional Failure bei Steering Knuckle (SL-CHS-29420) festgestellt. Erkannt bei BMW Munich Plant.,SL Poland,PL,Chassis Systems,너클,Steering Knuckle,SL-CHS-29420,2025-01-20,2025-01-23,2025-08-28,2025-08-30,2025-09-11,확정,기능불량,Functional Failure,Minor,50,27.56,1694.94
CLM-000454,BMW,BMW Munich Plant,DE,de,Crack & Breakage bei Lower Control Arm (SL-CHS-23456) festgestellt. Erkannt bei BMW Munich Plant.,SL 진량공장,KR,Chassis Systems,로어암,Lower Control Arm,SL-CHS-23456,2024-10-15,2024-11-02,2025-06-03,2025-06-15,2025-07-23,확정,크랙·파손,Crack & Breakage,Minor,1,28.09,29.21
CLM-000455,BMW,BMW Brilliance Shenyang,CN,zh,在Daytime Running Lamp（SL-LMP-85550）上发现Functional Failure。由BMW Brilliance Shenyang确认。,호북삼립,CN,Lamp Systems,주간주행등,Daytime Running Lamp,SL-LMP-85550,2023-12-24,2023-12-29,2024-10-08,2024-10-13,2024-11-11,보상완료,기능불량,Functional Failure,Minor,2,57.16,145.19
CLM-000456,Kia,Kia Georgia Plant,US,en,Other detected on Horn (SL-FEM-67424). Identified at Kia Georgia Plant.,SL Tennessee,US,Front End Module,혼,Horn,SL-FEM-67424,2023-07-25,2023-08-04,2024-04-20,2024-04-30,2024-05-24,보상완료,기타,Other,Major,500,20.65,12803.0
CLM-000457,Ford,Changan Ford Chongqing,CN,zh,在Bonnet Latch（SL-FEM-91506）上发现Surface & Plating Defect。由Changan Ford Chongqing确认。,상해삼립,CN,Front End Module,본넷래치,Bonnet Latch,SL-FEM-91506,2023-10-02,2023-10-07,2024-02-29,2024-03-11,2024-03-25,확정,표면·도금불량,Surface & Plating Defect,Minor,3,24.36,62.12
CLM-000458,Kia,Kia Georgia Plant,US,en,Assembly Defect detected on Fog Lamp (SL-LMP-44184). Identified at Kia Georgia Plant.,SL Tennessee,US,Lamp Systems,안개등,Fog Lamp,SL-LMP-44184,2024-01-12,2024-01-20,2025-01-01,2025-01-04,2025-02-08,보상완료,조립불량,Assembly Defect,Minor,2,46.95,80.75
CLM-000459,Kia,Kia India (Anantapur),IN,en,Functional Failure detected on Lower Control Arm (SL-CHS-83010). Identified at Kia India (Anantapur).,SL Lumax (India),IN,Chassis Systems,로어암,Lower Control Arm,SL-CHS-83010,2024-03-26,2024-04-14,2024-07-01,2024-07-11,2024-07-17,기각,기능불량,Functional Failure,Minor,50,43.77,2582.43
CLM-000460,KGM,KGM 평택공장,KR,ko,액추에이터모터(SL-ELE-31895) 부품에서 배선·전장불량 발생. KGM 평택공장에서 확인됨.,SL 대구공장,KR,Electrification,액추에이터모터,Actuator Motor,SL-ELE-31895,2023-05-02,2023-05-16,2023-08-30,2023-09-02,2023-10-03,기각,배선·전장불량,Wiring & Electrical Defect,Minor,50,42.96,1825.8
CLM-000461,BMW,BMW Spartanburg Plant,US,en,Material Defect detected on Inside Mirror (SL-MIR-64493). Identified at BMW Spartanburg Plant.,SL 천안공장,KR,Mirror Systems,룸미러,Inside Mirror,SL-MIR-64493,2022-08-23,2022-09-10,2023-01-14,2023-01-20,2023-02-02,확정,소재불량,Material Defect,Minor,8,38.62,364.57
CLM-000462,Kia,기아 광명공장,KR,ko,룸미러(SL-MIR-64186) 부품에서 기능불량 발생. Kia 기아 광명공장에서 확인됨.,SL 대구공장,KR,Mirror Systems,룸미러,Inside Mirror,SL-MIR-64186,2024-08-07,2024-08-26,2025-04-18,2025-05-01,2025-05-05,기각,기능불량,Functional Failure,Minor,3,58.51,203.61
CLM-000463,GM,GM Korea 부평공장,KR,ko,룸미러(SL-MIR-18056) 부품에서 기타 발생. GM Korea 부평공장에서 확인됨.,SL 천안공장,KR,Mirror Systems,룸미러,Inside Mirror,SL-MIR-18056,2024-02-17,2024-02-21,2025-03-16,2025-03-27,2025-04-08,보상완료,기타,Other,Minor,1,68.89,88.87
CLM-000464,Stellantis,Stellantis Toluca Assembly,MX,es,Se detectó Dimensional Out-of-Spec en Horn (SL-FEM-51116). Identificado en Stellantis Toluca Assembly.,SL Brazil,BR,Front End Module,혼,Horn,SL-FEM-51116,2024-11-19,2024-11-30,2024-12-05,2024-12-20,2025-01-01,확정,치수불량,Dimensional Out-of-Spec,Minor,50,25.38,1573.56
CLM-000465,BMW,BMW Brilliance Shenyang,CN,zh,在Lower Control Arm（SL-CHS-14845）上发现Surface & Plating Defect。由BMW Brilliance Shenyang确认。,SL 옌타이,CN,Chassis Systems,로어암,Lower Control Arm,SL-CHS-14845,2024-04-23,2024-04-30,2024-11-16,2024-11-25,2024-12-16,보상완료,표면·도금불량,Surface & Plating Defect,Minor,2,28.89,55.47
CLM-000466,Kia,기아 광명공장,KR,ko,스태빌라이저링크(SL-CHS-65410) 부품에서 배선·전장불량 발생. Kia 기아 광명공장에서 확인됨.,SL 대구공장,KR,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-65410,2025-08-31,2025-09-04,2025-10-31,2025-11-14,2025-12-27,확정,배선·전장불량,Wiring & Electrical Defect,Minor,12,16.09,227.83
CLM-000467,Subaru,Subaru Gunma Oizumi Plant,JP,ja,Lower Control Arm（SL-CHS-86230）にOtherを検出。Subaru Gunma Oizumi Plantにて確認。,상해삼립,CN,Chassis Systems,로어암,Lower Control Arm,SL-CHS-86230,2025-02-16,2025-02-26,2025-12-28,2025-12-31,,접수,기타,Other,Major,500,16.62,8226.9
CLM-000468,Ford,Ford Kentucky Truck Plant,US,en,Design Flaw detected on Bumper Beam (SL-FEM-29209). Identified at Ford Kentucky Truck Plant.,SL Alabama,US,Front End Module,범퍼빔,Bumper Beam,SL-FEM-29209,2024-10-17,2024-10-22,2025-05-21,2025-05-23,,조사중,설계결함,Design Flaw,Minor,50,13.8,579.6
CLM-000469,BMW,BMW Brilliance Shenyang,CN,zh,在Power Window Switch（SL-ELE-93422）上发现Design Flaw。由BMW Brilliance Shenyang确认。,동풍삼립(우한),CN,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-93422,2024-09-15,2024-10-03,2025-05-17,2025-05-29,2025-06-11,보상완료,설계결함,Design Flaw,Minor,100,15.72,1823.52
CLM-000470,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Inside Mirror（SL-MIR-72043）上发现Other。由Beijing Hyundai Motor (BHMC)确认。,SL 천안공장,KR,Mirror Systems,룸미러,Inside Mirror,SL-MIR-72043,2022-02-10,2022-02-18,2023-03-08,2023-03-17,2023-03-27,확정,기타,Other,Minor,20,25.52,500.19
CLM-000471,Kia,Kia India (Anantapur),IN,en,Assembly Defect detected on Steering Knuckle (SL-CHS-48532). Identified at Kia India (Anantapur).,SL Lumax (India),IN,Chassis Systems,너클,Steering Knuckle,SL-CHS-48532,2025-08-31,2025-09-07,2025-09-22,2025-09-25,2025-10-24,보상완료,조립불량,Assembly Defect,Minor,8,41.34,300.96
CLM-000472,Stellantis,Stellantis Sterling Heights Assembly,US,en,Functional Failure detected on Daytime Running Lamp (SL-LMP-73068). Identified at Stellantis Sterling Heights Assembly.,SL Tennessee,US,Lamp Systems,주간주행등,Daytime Running Lamp,SL-LMP-73068,2023-11-24,2023-12-11,2024-09-26,2024-10-11,2024-11-07,확정,기능불량,Functional Failure,Major,200,33.63,5851.62
CLM-000473,BMW,BMW Brilliance Shenyang,CN,zh,在Rear Combination Lamp（SL-LMP-97097）上发现Assembly Defect。由BMW Brilliance Shenyang确认。,동풍삼립(우한),CN,Lamp Systems,리어콤비램프,Rear Combination Lamp,SL-LMP-97097,2024-09-21,2024-10-01,2025-04-18,2025-05-03,2025-06-09,확정,조립불량,Assembly Defect,Critical,500,82.85,48467.25
CLM-000474,BMW,BMW Munich Plant,DE,de,Wiring & Electrical Defect bei Actuator Motor (SL-ELE-94399) festgestellt. Erkannt bei BMW Munich Plant.,SL 옌타이,CN,Electrification,액추에이터모터,Actuator Motor,SL-ELE-94399,2023-02-25,2023-03-17,2023-06-24,2023-07-04,2023-08-12,보상완료,배선·전장불량,Wiring & Electrical Defect,Minor,5,43.78,229.85
CLM-000475,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Outside Mirror（SL-MIR-85963）上发现Assembly Defect。由Beijing Hyundai Motor (BHMC)确认。,동풍삼립(우한),CN,Mirror Systems,아웃사이드미러,Outside Mirror,SL-MIR-85963,2025-04-25,2025-05-15,2025-06-28,2025-07-08,2025-08-17,확정,조립불량,Assembly Defect,Minor,50,63.1,2555.55
CLM-000476,GM,GM Fort Wayne Assembly,US,en,Crack & Breakage detected on Lower Control Arm (SL-CHS-25026). Identified at GM Fort Wayne Assembly.,SL Alabama,US,Chassis Systems,로어암,Lower Control Arm,SL-CHS-25026,2022-10-10,2022-10-18,2023-07-23,2023-07-28,,조사중,크랙·파손,Crack & Breakage,Minor,2,17.09,43.75
CLM-000477,BMW,BMW Leipzig Plant,DE,de,Crack & Breakage bei Head Lamp (SL-LMP-49062) festgestellt. Erkannt bei BMW Leipzig Plant.,SL 대구공장,KR,Lamp Systems,전조등,Head Lamp,SL-LMP-49062,2025-01-04,2025-01-17,2025-03-09,2025-03-12,2025-04-04,확정,크랙·파손,Crack & Breakage,Minor,20,86.2,2155.0
CLM-000478,Hyundai,현대자동차 아산공장,KR,ko,라디에이터서포트(SL-FEM-25083) 부품에서 기능불량 발생. Hyundai 현대자동차 아산공장에서 확인됨.,SL Alabama,US,Front End Module,라디에이터서포트,Radiator Support,SL-FEM-25083,2024-05-21,2024-06-03,2024-07-05,2024-07-13,2024-07-20,확정,기능불량,Functional Failure,Minor,1,19.0,17.48
CLM-000479,Honda,Honda Suzuka Factory,JP,ja,Wiring Harness（SL-ELE-49926）にDesign Flawを検出。Honda Suzuka Factoryにて確認。,SL 옌타이,CN,Electrification,와이어링하네스,Wiring Harness,SL-ELE-49926,2024-08-22,2024-08-27,2025-04-13,2025-04-27,2025-05-13,기각,설계결함,Design Flaw,Minor,12,34.32,362.42
CLM-000480,Kia,Kia Georgia Plant,US,en,Functional Failure detected on Head Lamp (SL-LMP-70902). Identified at Kia Georgia Plant.,SL Mexico (SLP),MX,Lamp Systems,전조등,Head Lamp,SL-LMP-70902,2023-09-07,2023-09-15,2024-08-15,2024-08-16,,조사중,기능불량,Functional Failure,Minor,8,63.86,623.27
CLM-000481,Kia,기아 광주공장,KR,ko,센서모듈(SL-ELE-15961) 부품에서 소재불량 발생. Kia 기아 광주공장에서 확인됨.,SL Tennessee,US,Electrification,센서모듈,Sensor Module,SL-ELE-15961,2022-10-24,2022-11-13,2023-11-27,2023-12-07,,조사중,소재불량,Material Defect,Minor,20,41.43,1010.89
CLM-000482,Ford,Ford-Werke Cologne,DE,de,Surface & Plating Defect bei Sensor Module (SL-ELE-99404) festgestellt. Erkannt bei Ford-Werke Cologne.,SL Tennessee,US,Electrification,센서모듈,Sensor Module,SL-ELE-99404,2023-12-31,2024-01-11,2024-12-02,2024-12-15,2025-01-04,기각,표면·도금불량,Surface & Plating Defect,Critical,500,54.24,26306.4
CLM-000483,GM,SAIC-GM Shanghai,CN,zh,在Power Window Switch（SL-ELE-10560）上发现Dimensional Out-of-Spec。由SAIC-GM Shanghai确认。,북경삼립,CN,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-10560,2022-02-01,2022-02-09,2023-01-20,2023-01-27,2023-03-02,확정,치수불량,Dimensional Out-of-Spec,Minor,100,13.65,1692.6
CLM-000484,BMW,BMW Leipzig Plant,DE,de,Material Defect bei Fog Lamp (SL-LMP-59332) festgestellt. Erkannt bei BMW Leipzig Plant.,SL Mexico (SLP),MX,Lamp Systems,안개등,Fog Lamp,SL-LMP-59332,2024-06-10,2024-06-18,2025-01-03,2025-01-17,2025-01-20,보상완료,소재불량,Material Defect,Minor,50,49.08,2208.6
CLM-000485,Hyundai,현대자동차 울산공장,KR,ko,아웃사이드미러(SL-MIR-90405) 부품에서 조립불량 발생. Hyundai 현대자동차 울산공장에서 확인됨.,상해삼립,CN,Mirror Systems,아웃사이드미러,Outside Mirror,SL-MIR-90405,2023-08-31,2023-09-10,2024-09-12,2024-09-16,2024-10-12,보상완료,조립불량,Assembly Defect,Minor,8,44.64,410.69
CLM-000486,BMW,BMW Leipzig Plant,DE,de,Other bei Stabilizer Link (SL-CHS-75578) festgestellt. Erkannt bei BMW Leipzig Plant.,SL 진량공장,KR,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-75578,2025-06-22,2025-07-12,2025-10-08,2025-10-12,2025-11-20,기각,기타,Other,Major,200,17.79,3878.22
